,Year, Total
1070,2003-12-07,11.99
1071,2003-12-08,11.99
1072,2003-12-09,11.99
1073,2003-12-10,11.99
1074,2003-12-11,11.99
1075,2003-12-12,11.99
1076,2003-12-13,11.99
1077,2003-12-14,11.99
1078,2003-12-15,11.99
1079,2003-12-16,11.99
1080,2003-12-17,11.99
1081,2003-12-18,11.99
1082,2003-12-19,11.99
1083,2003-12-20,11.99
1084,2003-12-21,11.99
1085,2003-12-22,11.99
1086,2003-12-23,11.99
1087,2003-12-24,11.99
1088,2003-12-25,11.99
1089,2003-12-26,11.99
1090,2003-12-27,11.99
1091,2003-12-28,11.99
1092,2003-12-29,11.99
1093,2003-12-30,11.99
1094,2003-12-31,11.99
1095,2004-01-01,11.74
1096,2004-01-02,11.74
1097,2004-01-03,11.74
1098,2004-01-04,11.74
1099,2004-01-05,11.74
1100,2004-01-06,11.74
1101,2004-01-07,11.74
1102,2004-01-08,11.74
1103,2004-01-09,11.74
1104,2004-01-10,11.74
1105,2004-01-11,11.74
1106,2004-01-12,11.74
1107,2004-01-13,11.74
1108,2004-01-14,11.74
1109,2004-01-15,11.74
1110,2004-01-16,11.74
1111,2004-01-17,11.74
1112,2004-01-18,11.74
1113,2004-01-19,11.74
1114,2004-01-20,11.74
1115,2004-01-21,11.74
1116,2004-01-22,11.74
1117,2004-01-23,11.74
1118,2004-01-24,11.74
1119,2004-01-25,11.74
1120,2004-01-26,11.74
1121,2004-01-27,11.74
1122,2004-01-28,11.74
1123,2004-01-29,11.74
1124,2004-01-30,11.74
1125,2004-01-31,11.74
1126,2004-02-01,11.74
1127,2004-02-02,11.74
1128,2004-02-03,11.74
1129,2004-02-04,11.74
1130,2004-02-05,11.74
1131,2004-02-06,11.74
1132,2004-02-07,11.74
1133,2004-02-08,11.74
1134,2004-02-09,11.74
1135,2004-02-10,11.74
1136,2004-02-11,11.74
1137,2004-02-12,11.74
1138,2004-02-13,11.74
1139,2004-02-14,11.74
1140,2004-02-15,11.74
1141,2004-02-16,11.74
1142,2004-02-17,11.74
1143,2004-02-18,11.74
1144,2004-02-19,11.74
1145,2004-02-20,11.74
1146,2004-02-21,11.74
1147,2004-02-22,11.74
1148,2004-02-23,11.74
1149,2004-02-24,11.74
1150,2004-02-25,11.74
1151,2004-02-26,11.74
1152,2004-02-27,11.74
1153,2004-02-28,11.74
1154,2004-02-29,11.74
1155,2004-03-01,11.74
1156,2004-03-02,11.74
1157,2004-03-03,11.74
1158,2004-03-04,11.74
1159,2004-03-05,11.74
1160,2004-03-06,11.74
1161,2004-03-07,11.74
1162,2004-03-08,11.74
1163,2004-03-09,11.74
1164,2004-03-10,11.74
1165,2004-03-11,11.74
1166,2004-03-12,11.74
1167,2004-03-13,11.74
1168,2004-03-14,11.74
1169,2004-03-15,11.74
1170,2004-03-16,11.74
1171,2004-03-17,11.74
1172,2004-03-18,11.74
1173,2004-03-19,11.74
1174,2004-03-20,11.74
1175,2004-03-21,11.74
1176,2004-03-22,11.74
1177,2004-03-23,11.74
1178,2004-03-24,11.74
1179,2004-03-25,11.74
1180,2004-03-26,11.74
1181,2004-03-27,11.74
1182,2004-03-28,11.74
1183,2004-03-29,11.74
1184,2004-03-30,11.74
1185,2004-03-31,11.74
1186,2004-04-01,11.74
1187,2004-04-02,11.74
1188,2004-04-03,11.74
1189,2004-04-04,11.74
1190,2004-04-05,11.74
1191,2004-04-06,11.74
1192,2004-04-07,11.74
1193,2004-04-08,11.74
1194,2004-04-09,11.74
1195,2004-04-10,11.74
1196,2004-04-11,11.74
1197,2004-04-12,11.74
1198,2004-04-13,11.74
1199,2004-04-14,11.74
1200,2004-04-15,11.74
1201,2004-04-16,11.74
1202,2004-04-17,11.74
1203,2004-04-18,11.74
1204,2004-04-19,11.74
1205,2004-04-20,11.74
1206,2004-04-21,11.74
1207,2004-04-22,11.74
1208,2004-04-23,11.74
1209,2004-04-24,11.74
1210,2004-04-25,11.74
1211,2004-04-26,11.74
1212,2004-04-27,11.74
1213,2004-04-28,11.74
1214,2004-04-29,11.74
1215,2004-04-30,11.74
1216,2004-05-01,11.74
1217,2004-05-02,11.74
1218,2004-05-03,11.74
1219,2004-05-04,11.74
1220,2004-05-05,11.74
1221,2004-05-06,11.74
1222,2004-05-07,11.74
1223,2004-05-08,11.74
1224,2004-05-09,11.74
1225,2004-05-10,11.74
1226,2004-05-11,11.74
1227,2004-05-12,11.74
1228,2004-05-13,11.74
1229,2004-05-14,11.74
1230,2004-05-15,11.74
1231,2004-05-16,11.74
1232,2004-05-17,11.74
1233,2004-05-18,11.74
1234,2004-05-19,11.74
1235,2004-05-20,11.74
1236,2004-05-21,11.74
1237,2004-05-22,11.74
1238,2004-05-23,11.74
1239,2004-05-24,11.74
1240,2004-05-25,11.74
1241,2004-05-26,11.74
1242,2004-05-27,11.74
1243,2004-05-28,11.74
1244,2004-05-29,11.74
1245,2004-05-30,11.74
1246,2004-05-31,11.74
1247,2004-06-01,11.74
1248,2004-06-02,11.74
1249,2004-06-03,11.74
1250,2004-06-04,11.74
1251,2004-06-05,11.74
1252,2004-06-06,11.74
1253,2004-06-07,11.74
1254,2004-06-08,11.74
1255,2004-06-09,11.74
1256,2004-06-10,11.74
1257,2004-06-11,11.74
1258,2004-06-12,11.74
1259,2004-06-13,11.74
1260,2004-06-14,11.74
1261,2004-06-15,11.74
1262,2004-06-16,11.74
1263,2004-06-17,11.74
1264,2004-06-18,11.74
1265,2004-06-19,11.74
1266,2004-06-20,11.74
1267,2004-06-21,11.74
1268,2004-06-22,11.74
1269,2004-06-23,11.74
1270,2004-06-24,11.74
1271,2004-06-25,11.74
1272,2004-06-26,11.74
1273,2004-06-27,11.74
1274,2004-06-28,11.74
1275,2004-06-29,11.74
1276,2004-06-30,11.74
1277,2004-07-01,11.74
1278,2004-07-02,11.74
1279,2004-07-03,11.74
1280,2004-07-04,11.74
1281,2004-07-05,11.74
1282,2004-07-06,11.74
1283,2004-07-07,11.74
1284,2004-07-08,11.74
1285,2004-07-09,11.74
1286,2004-07-10,11.74
1287,2004-07-11,11.74
1288,2004-07-12,11.74
1289,2004-07-13,11.74
1290,2004-07-14,11.74
1291,2004-07-15,11.74
1292,2004-07-16,11.74
1293,2004-07-17,11.74
1294,2004-07-18,11.74
1295,2004-07-19,11.74
1296,2004-07-20,11.74
1297,2004-07-21,11.74
1298,2004-07-22,11.74
1299,2004-07-23,11.74
1300,2004-07-24,11.74
1301,2004-07-25,11.74
1302,2004-07-26,11.74
1303,2004-07-27,11.74
1304,2004-07-28,11.74
1305,2004-07-29,11.74
1306,2004-07-30,11.74
1307,2004-07-31,11.74
1308,2004-08-01,11.74
1309,2004-08-02,11.74
1310,2004-08-03,11.74
1311,2004-08-04,11.74
1312,2004-08-05,11.74
1313,2004-08-06,11.74
1314,2004-08-07,11.74
1315,2004-08-08,11.74
1316,2004-08-09,11.74
1317,2004-08-10,11.74
1318,2004-08-11,11.74
1319,2004-08-12,11.74
1320,2004-08-13,11.74
1321,2004-08-14,11.74
1322,2004-08-15,11.74
1323,2004-08-16,11.74
1324,2004-08-17,11.74
1325,2004-08-18,11.74
1326,2004-08-19,11.74
1327,2004-08-20,11.74
1328,2004-08-21,11.74
1329,2004-08-22,11.74
1330,2004-08-23,11.74
1331,2004-08-24,11.74
1332,2004-08-25,11.74
1333,2004-08-26,11.74
1334,2004-08-27,11.74
1335,2004-08-28,11.74
1336,2004-08-29,11.74
1337,2004-08-30,11.74
1338,2004-08-31,11.74
1339,2004-09-01,11.74
1340,2004-09-02,11.74
1341,2004-09-03,11.74
1342,2004-09-04,11.74
1343,2004-09-05,11.74
1344,2004-09-06,11.74
1345,2004-09-07,11.74
1346,2004-09-08,11.74
1347,2004-09-09,11.74
1348,2004-09-10,11.74
1349,2004-09-11,11.74
1350,2004-09-12,11.74
1351,2004-09-13,11.74
1352,2004-09-14,11.74
1353,2004-09-15,11.74
1354,2004-09-16,11.74
1355,2004-09-17,11.74
1356,2004-09-18,11.74
1357,2004-09-19,11.74
1358,2004-09-20,11.74
1359,2004-09-21,11.74
1360,2004-09-22,11.74
1361,2004-09-23,11.74
1362,2004-09-24,11.74
1363,2004-09-25,11.74
1364,2004-09-26,11.74
1365,2004-09-27,11.74
1366,2004-09-28,11.74
1367,2004-09-29,11.74
1368,2004-09-30,11.74
1369,2004-10-01,11.74
1370,2004-10-02,11.74
1371,2004-10-03,11.74
1372,2004-10-04,11.74
1373,2004-10-05,11.74
1374,2004-10-06,11.74
1375,2004-10-07,11.74
1376,2004-10-08,11.74
1377,2004-10-09,11.74
1378,2004-10-10,11.74
1379,2004-10-11,11.74
1380,2004-10-12,11.74
1381,2004-10-13,11.74
1382,2004-10-14,11.74
1383,2004-10-15,11.74
1384,2004-10-16,11.74
1385,2004-10-17,11.74
1386,2004-10-18,11.74
1387,2004-10-19,11.74
1388,2004-10-20,11.74
1389,2004-10-21,11.74
1390,2004-10-22,11.74
1391,2004-10-23,11.74
1392,2004-10-24,11.74
1393,2004-10-25,11.74
1394,2004-10-26,11.74
1395,2004-10-27,11.74
1396,2004-10-28,11.74
1397,2004-10-29,11.74
1398,2004-10-30,11.74
1399,2004-10-31,11.74
1400,2004-11-01,11.74
1401,2004-11-02,11.74
1402,2004-11-03,11.74
1403,2004-11-04,11.74
1404,2004-11-05,11.74
1405,2004-11-06,11.74
1406,2004-11-07,11.74
1407,2004-11-08,11.74
1408,2004-11-09,11.74
1409,2004-11-10,11.74
1410,2004-11-11,11.74
1411,2004-11-12,11.74
1412,2004-11-13,11.74
1413,2004-11-14,11.74
1414,2004-11-15,11.74
1415,2004-11-16,11.74
1416,2004-11-17,11.74
1417,2004-11-18,11.74
1418,2004-11-19,11.74
1419,2004-11-20,11.74
1420,2004-11-21,11.74
1421,2004-11-22,11.74
1422,2004-11-23,11.74
1423,2004-11-24,11.74
1424,2004-11-25,11.74
1425,2004-11-26,11.74
1426,2004-11-27,11.74
1427,2004-11-28,11.74
1428,2004-11-29,11.74
1429,2004-11-30,11.74
1430,2004-12-01,11.74
1431,2004-12-02,11.74
1432,2004-12-03,11.74
1433,2004-12-04,11.74
1434,2004-12-05,11.74
1435,2004-12-06,11.74
1436,2004-12-07,11.74
1437,2004-12-08,11.74
1438,2004-12-09,11.74
1439,2004-12-10,11.74
1440,2004-12-11,11.74
1441,2004-12-12,11.74
1442,2004-12-13,11.74
1443,2004-12-14,11.74
1444,2004-12-15,11.74
1445,2004-12-16,11.74
1446,2004-12-17,11.74
1447,2004-12-18,11.74
1448,2004-12-19,11.74
1449,2004-12-20,11.74
1450,2004-12-21,11.74
1451,2004-12-22,11.74
1452,2004-12-23,11.74
1453,2004-12-24,11.74
1454,2004-12-25,11.74
1455,2004-12-26,11.74
1456,2004-12-27,11.74
1457,2004-12-28,11.74
1458,2004-12-29,11.74
1459,2004-12-30,11.74
1460,2004-12-31,11.74
1461,2005-01-01,10.91
1462,2005-01-02,10.91
1463,2005-01-03,10.91
1464,2005-01-04,10.91
1465,2005-01-05,10.91
1466,2005-01-06,10.91
1467,2005-01-07,10.91
1468,2005-01-08,10.91
1469,2005-01-09,10.91
1470,2005-01-10,10.91
1471,2005-01-11,10.91
1472,2005-01-12,10.91
1473,2005-01-13,10.91
1474,2005-01-14,10.91
1475,2005-01-15,10.91
1476,2005-01-16,10.91
1477,2005-01-17,10.91
1478,2005-01-18,10.91
1479,2005-01-19,10.91
1480,2005-01-20,10.91
1481,2005-01-21,10.91
1482,2005-01-22,10.91
1483,2005-01-23,10.91
1484,2005-01-24,10.91
1485,2005-01-25,10.91
1486,2005-01-26,10.91
1487,2005-01-27,10.91
1488,2005-01-28,10.91
1489,2005-01-29,10.91
1490,2005-01-30,10.91
1491,2005-01-31,10.91
1492,2005-02-01,10.91
1493,2005-02-02,10.91
1494,2005-02-03,10.91
1495,2005-02-04,10.91
1496,2005-02-05,10.91
1497,2005-02-06,10.91
1498,2005-02-07,10.91
1499,2005-02-08,10.91
1500,2005-02-09,10.91
1501,2005-02-10,10.91
1502,2005-02-11,10.91
1503,2005-02-12,10.91
1504,2005-02-13,10.91
1505,2005-02-14,10.91
1506,2005-02-15,10.91
1507,2005-02-16,10.91
1508,2005-02-17,10.91
1509,2005-02-18,10.91
1510,2005-02-19,10.91
1511,2005-02-20,10.91
1512,2005-02-21,10.91
1513,2005-02-22,10.91
1514,2005-02-23,10.91
1515,2005-02-24,10.91
1516,2005-02-25,10.91
1517,2005-02-26,10.91
1518,2005-02-27,10.91
1519,2005-02-28,10.91
1520,2005-03-01,10.91
1521,2005-03-02,10.91
1522,2005-03-03,10.91
1523,2005-03-04,10.91
1524,2005-03-05,10.91
1525,2005-03-06,10.91
1526,2005-03-07,10.91
1527,2005-03-08,10.91
1528,2005-03-09,10.91
1529,2005-03-10,10.91
1530,2005-03-11,10.91
1531,2005-03-12,10.91
1532,2005-03-13,10.91
1533,2005-03-14,10.91
1534,2005-03-15,10.91
1535,2005-03-16,10.91
1536,2005-03-17,10.91
1537,2005-03-18,10.91
1538,2005-03-19,10.91
1539,2005-03-20,10.91
1540,2005-03-21,10.91
1541,2005-03-22,10.91
1542,2005-03-23,10.91
1543,2005-03-24,10.91
1544,2005-03-25,10.91
1545,2005-03-26,10.91
1546,2005-03-27,10.91
1547,2005-03-28,10.91
1548,2005-03-29,10.91
1549,2005-03-30,10.91
1550,2005-03-31,10.91
1551,2005-04-01,10.91
1552,2005-04-02,10.91
1553,2005-04-03,10.91
1554,2005-04-04,10.91
1555,2005-04-05,10.91
1556,2005-04-06,10.91
1557,2005-04-07,10.91
1558,2005-04-08,10.91
1559,2005-04-09,10.91
1560,2005-04-10,10.91
1561,2005-04-11,10.91
1562,2005-04-12,10.91
1563,2005-04-13,10.91
1564,2005-04-14,10.91
1565,2005-04-15,10.91
1566,2005-04-16,10.91
1567,2005-04-17,10.91
1568,2005-04-18,10.91
1569,2005-04-19,10.91
1570,2005-04-20,10.91
1571,2005-04-21,10.91
1572,2005-04-22,10.91
1573,2005-04-23,10.91
1574,2005-04-24,10.91
1575,2005-04-25,10.91
1576,2005-04-26,10.91
1577,2005-04-27,10.91
1578,2005-04-28,10.91
1579,2005-04-29,10.91
1580,2005-04-30,10.91
1581,2005-05-01,10.91
1582,2005-05-02,10.91
1583,2005-05-03,10.91
1584,2005-05-04,10.91
1585,2005-05-05,10.91
1586,2005-05-06,10.91
1587,2005-05-07,10.91
1588,2005-05-08,10.91
1589,2005-05-09,10.91
1590,2005-05-10,10.91
1591,2005-05-11,10.91
1592,2005-05-12,10.91
1593,2005-05-13,10.91
1594,2005-05-14,10.91
1595,2005-05-15,10.91
1596,2005-05-16,10.91
1597,2005-05-17,10.91
1598,2005-05-18,10.91
1599,2005-05-19,10.91
1600,2005-05-20,10.91
1601,2005-05-21,10.91
1602,2005-05-22,10.91
1603,2005-05-23,10.91
1604,2005-05-24,10.91
1605,2005-05-25,10.91
1606,2005-05-26,10.91
1607,2005-05-27,10.91
1608,2005-05-28,10.91
1609,2005-05-29,10.91
1610,2005-05-30,10.91
1611,2005-05-31,10.91
1612,2005-06-01,10.91
1613,2005-06-02,10.91
1614,2005-06-03,10.91
1615,2005-06-04,10.91
1616,2005-06-05,10.91
1617,2005-06-06,10.91
1618,2005-06-07,10.91
1619,2005-06-08,10.91
1620,2005-06-09,10.91
1621,2005-06-10,10.91
1622,2005-06-11,10.91
1623,2005-06-12,10.91
1624,2005-06-13,10.91
1625,2005-06-14,10.91
1626,2005-06-15,10.91
1627,2005-06-16,10.91
1628,2005-06-17,10.91
1629,2005-06-18,10.91
1630,2005-06-19,10.91
1631,2005-06-20,10.91
1632,2005-06-21,10.91
1633,2005-06-22,10.91
1634,2005-06-23,10.91
1635,2005-06-24,10.91
1636,2005-06-25,10.91
1637,2005-06-26,10.91
1638,2005-06-27,10.91
1639,2005-06-28,10.91
1640,2005-06-29,10.91
1641,2005-06-30,10.91
1642,2005-07-01,10.91
1643,2005-07-02,10.91
1644,2005-07-03,10.91
1645,2005-07-04,10.91
1646,2005-07-05,10.91
1647,2005-07-06,10.91
1648,2005-07-07,10.91
1649,2005-07-08,10.91
1650,2005-07-09,10.91
1651,2005-07-10,10.91
1652,2005-07-11,10.91
1653,2005-07-12,10.91
1654,2005-07-13,10.91
1655,2005-07-14,10.91
1656,2005-07-15,10.91
1657,2005-07-16,10.91
1658,2005-07-17,10.91
1659,2005-07-18,10.91
1660,2005-07-19,10.91
1661,2005-07-20,10.91
1662,2005-07-21,10.91
1663,2005-07-22,10.91
1664,2005-07-23,10.91
1665,2005-07-24,10.91
1666,2005-07-25,10.91
1667,2005-07-26,10.91
1668,2005-07-27,10.91
1669,2005-07-28,10.91
1670,2005-07-29,10.91
1671,2005-07-30,10.91
1672,2005-07-31,10.91
1673,2005-08-01,10.91
1674,2005-08-02,10.91
1675,2005-08-03,10.91
1676,2005-08-04,10.91
1677,2005-08-05,10.91
1678,2005-08-06,10.91
1679,2005-08-07,10.91
1680,2005-08-08,10.91
1681,2005-08-09,10.91
1682,2005-08-10,10.91
1683,2005-08-11,10.91
1684,2005-08-12,10.91
1685,2005-08-13,10.91
1686,2005-08-14,10.91
1687,2005-08-15,10.91
1688,2005-08-16,10.91
1689,2005-08-17,10.91
1690,2005-08-18,10.91
1691,2005-08-19,10.91
1692,2005-08-20,10.91
1693,2005-08-21,10.91
1694,2005-08-22,10.91
1695,2005-08-23,10.91
1696,2005-08-24,10.91
1697,2005-08-25,10.91
1698,2005-08-26,10.91
1699,2005-08-27,10.91
1700,2005-08-28,10.91
1701,2005-08-29,10.91
1702,2005-08-30,10.91
1703,2005-08-31,10.91
1704,2005-09-01,10.91
1705,2005-09-02,10.91
1706,2005-09-03,10.91
1707,2005-09-04,10.91
1708,2005-09-05,10.91
1709,2005-09-06,10.91
1710,2005-09-07,10.91
1711,2005-09-08,10.91
1712,2005-09-09,10.91
1713,2005-09-10,10.91
1714,2005-09-11,10.91
1715,2005-09-12,10.91
1716,2005-09-13,10.91
1717,2005-09-14,10.91
1718,2005-09-15,10.91
1719,2005-09-16,10.91
1720,2005-09-17,10.91
1721,2005-09-18,10.91
1722,2005-09-19,10.91
1723,2005-09-20,10.91
1724,2005-09-21,10.91
1725,2005-09-22,10.91
1726,2005-09-23,10.91
1727,2005-09-24,10.91
1728,2005-09-25,10.91
1729,2005-09-26,10.91
1730,2005-09-27,10.91
1731,2005-09-28,10.91
1732,2005-09-29,10.91
1733,2005-09-30,10.91
1734,2005-10-01,10.91
1735,2005-10-02,10.91
1736,2005-10-03,10.91
1737,2005-10-04,10.91
1738,2005-10-05,10.91
1739,2005-10-06,10.91
1740,2005-10-07,10.91
1741,2005-10-08,10.91
1742,2005-10-09,10.91
1743,2005-10-10,10.91
1744,2005-10-11,10.91
1745,2005-10-12,10.91
1746,2005-10-13,10.91
1747,2005-10-14,10.91
1748,2005-10-15,10.91
1749,2005-10-16,10.91
1750,2005-10-17,10.91
1751,2005-10-18,10.91
1752,2005-10-19,10.91
1753,2005-10-20,10.91
1754,2005-10-21,10.91
1755,2005-10-22,10.91
1756,2005-10-23,10.91
1757,2005-10-24,10.91
1758,2005-10-25,10.91
1759,2005-10-26,10.91
1760,2005-10-27,10.91
1761,2005-10-28,10.91
1762,2005-10-29,10.91
1763,2005-10-30,10.91
1764,2005-10-31,10.91
1765,2005-11-01,10.91
1766,2005-11-02,10.91
1767,2005-11-03,10.91
1768,2005-11-04,10.91
1769,2005-11-05,10.91
1770,2005-11-06,10.91
1771,2005-11-07,10.91
1772,2005-11-08,10.91
1773,2005-11-09,10.91
1774,2005-11-10,10.91
1775,2005-11-11,10.91
1776,2005-11-12,10.91
1777,2005-11-13,10.91
1778,2005-11-14,10.91
1779,2005-11-15,10.91
1780,2005-11-16,10.91
1781,2005-11-17,10.91
1782,2005-11-18,10.91
1783,2005-11-19,10.91
1784,2005-11-20,10.91
1785,2005-11-21,10.91
1786,2005-11-22,10.91
1787,2005-11-23,10.91
1788,2005-11-24,10.91
1789,2005-11-25,10.91
1790,2005-11-26,10.91
1791,2005-11-27,10.91
1792,2005-11-28,10.91
1793,2005-11-29,10.91
1794,2005-11-30,10.91
1795,2005-12-01,10.91
1796,2005-12-02,10.91
1797,2005-12-03,10.91
1798,2005-12-04,10.91
1799,2005-12-05,10.91
1800,2005-12-06,10.91
1801,2005-12-07,10.91
1802,2005-12-08,10.91
1803,2005-12-09,10.91
1804,2005-12-10,10.91
1805,2005-12-11,10.91
1806,2005-12-12,10.91
1807,2005-12-13,10.91
1808,2005-12-14,10.91
1809,2005-12-15,10.91
1810,2005-12-16,10.91
1811,2005-12-17,10.91
1812,2005-12-18,10.91
1813,2005-12-19,10.91
1814,2005-12-20,10.91
1815,2005-12-21,10.91
1816,2005-12-22,10.91
1817,2005-12-23,10.91
1818,2005-12-24,10.91
1819,2005-12-25,10.91
1820,2005-12-26,10.91
1821,2005-12-27,10.91
1822,2005-12-28,10.91
1823,2005-12-29,10.91
1824,2005-12-30,10.91
1825,2005-12-31,10.91
1826,2006-01-01,9.0
1827,2006-01-02,9.0
1828,2006-01-03,9.0
1829,2006-01-04,9.0
1830,2006-01-05,9.0
1831,2006-01-06,9.0
1832,2006-01-07,9.0
1833,2006-01-08,9.0
1834,2006-01-09,9.0
1835,2006-01-10,9.0
1836,2006-01-11,9.0
1837,2006-01-12,9.0
1838,2006-01-13,9.0
1839,2006-01-14,9.0
1840,2006-01-15,9.0
1841,2006-01-16,9.0
1842,2006-01-17,9.0
1843,2006-01-18,9.0
1844,2006-01-19,9.0
1845,2006-01-20,9.0
1846,2006-01-21,9.0
1847,2006-01-22,9.0
1848,2006-01-23,9.0
1849,2006-01-24,9.0
1850,2006-01-25,9.0
1851,2006-01-26,9.0
1852,2006-01-27,9.0
1853,2006-01-28,9.0
1854,2006-01-29,9.0
1855,2006-01-30,9.0
1856,2006-01-31,9.0
1857,2006-02-01,9.0
1858,2006-02-02,9.0
1859,2006-02-03,9.0
1860,2006-02-04,9.0
1861,2006-02-05,9.0
1862,2006-02-06,9.0
1863,2006-02-07,9.0
1864,2006-02-08,9.0
1865,2006-02-09,9.0
1866,2006-02-10,9.0
1867,2006-02-11,9.0
1868,2006-02-12,9.0
1869,2006-02-13,9.0
1870,2006-02-14,9.0
1871,2006-02-15,9.0
1872,2006-02-16,9.0
1873,2006-02-17,9.0
1874,2006-02-18,9.0
1875,2006-02-19,9.0
1876,2006-02-20,9.0
1877,2006-02-21,9.0
1878,2006-02-22,9.0
1879,2006-02-23,9.0
1880,2006-02-24,9.0
1881,2006-02-25,9.0
1882,2006-02-26,9.0
1883,2006-02-27,9.0
1884,2006-02-28,9.0
1885,2006-03-01,9.0
1886,2006-03-02,9.0
1887,2006-03-03,9.0
1888,2006-03-04,9.0
1889,2006-03-05,9.0
1890,2006-03-06,9.0
1891,2006-03-07,9.0
1892,2006-03-08,9.0
1893,2006-03-09,9.0
1894,2006-03-10,9.0
1895,2006-03-11,9.0
1896,2006-03-12,9.0
1897,2006-03-13,9.0
1898,2006-03-14,9.0
1899,2006-03-15,9.0
1900,2006-03-16,9.0
1901,2006-03-17,9.0
1902,2006-03-18,9.0
1903,2006-03-19,9.0
1904,2006-03-20,9.0
1905,2006-03-21,9.0
1906,2006-03-22,9.0
1907,2006-03-23,9.0
1908,2006-03-24,9.0
1909,2006-03-25,9.0
1910,2006-03-26,9.0
1911,2006-03-27,9.0
1912,2006-03-28,9.0
1913,2006-03-29,9.0
1914,2006-03-30,9.0
1915,2006-03-31,9.0
1916,2006-04-01,9.0
1917,2006-04-02,9.0
1918,2006-04-03,9.0
1919,2006-04-04,9.0
1920,2006-04-05,9.0
1921,2006-04-06,9.0
1922,2006-04-07,9.0
1923,2006-04-08,9.0
1924,2006-04-09,9.0
1925,2006-04-10,9.0
1926,2006-04-11,9.0
1927,2006-04-12,9.0
1928,2006-04-13,9.0
1929,2006-04-14,9.0
1930,2006-04-15,9.0
1931,2006-04-16,9.0
1932,2006-04-17,9.0
1933,2006-04-18,9.0
1934,2006-04-19,9.0
1935,2006-04-20,9.0
1936,2006-04-21,9.0
1937,2006-04-22,9.0
1938,2006-04-23,9.0
1939,2006-04-24,9.0
1940,2006-04-25,9.0
1941,2006-04-26,9.0
1942,2006-04-27,9.0
1943,2006-04-28,9.0
1944,2006-04-29,9.0
1945,2006-04-30,9.0
1946,2006-05-01,9.0
1947,2006-05-02,9.0
1948,2006-05-03,9.0
1949,2006-05-04,9.0
1950,2006-05-05,9.0
1951,2006-05-06,9.0
1952,2006-05-07,9.0
1953,2006-05-08,9.0
1954,2006-05-09,9.0
1955,2006-05-10,9.0
1956,2006-05-11,9.0
1957,2006-05-12,9.0
1958,2006-05-13,9.0
1959,2006-05-14,9.0
1960,2006-05-15,9.0
1961,2006-05-16,9.0
1962,2006-05-17,9.0
1963,2006-05-18,9.0
1964,2006-05-19,9.0
1965,2006-05-20,9.0
1966,2006-05-21,9.0
1967,2006-05-22,9.0
1968,2006-05-23,9.0
1969,2006-05-24,9.0
1970,2006-05-25,9.0
1971,2006-05-26,9.0
1972,2006-05-27,9.0
1973,2006-05-28,9.0
1974,2006-05-29,9.0
1975,2006-05-30,9.0
1976,2006-05-31,9.0
1977,2006-06-01,9.0
1978,2006-06-02,9.0
1979,2006-06-03,9.0
1980,2006-06-04,9.0
1981,2006-06-05,9.0
1982,2006-06-06,9.0
1983,2006-06-07,9.0
1984,2006-06-08,9.0
1985,2006-06-09,9.0
1986,2006-06-10,9.0
1987,2006-06-11,9.0
1988,2006-06-12,9.0
1989,2006-06-13,9.0
1990,2006-06-14,9.0
1991,2006-06-15,9.0
1992,2006-06-16,9.0
1993,2006-06-17,9.0
1994,2006-06-18,9.0
1995,2006-06-19,9.0
1996,2006-06-20,9.0
1997,2006-06-21,9.0
1998,2006-06-22,9.0
1999,2006-06-23,9.0
2000,2006-06-24,9.0
2001,2006-06-25,9.0
2002,2006-06-26,9.0
2003,2006-06-27,9.0
2004,2006-06-28,9.0
2005,2006-06-29,9.0
2006,2006-06-30,9.0
2007,2006-07-01,9.0
2008,2006-07-02,9.0
2009,2006-07-03,9.0
2010,2006-07-04,9.0
2011,2006-07-05,9.0
2012,2006-07-06,9.0
2013,2006-07-07,9.0
2014,2006-07-08,9.0
2015,2006-07-09,9.0
2016,2006-07-10,9.0
2017,2006-07-11,9.0
2018,2006-07-12,9.0
2019,2006-07-13,9.0
2020,2006-07-14,9.0
2021,2006-07-15,9.0
2022,2006-07-16,9.0
2023,2006-07-17,9.0
2024,2006-07-18,9.0
2025,2006-07-19,9.0
2026,2006-07-20,9.0
2027,2006-07-21,9.0
2028,2006-07-22,9.0
2029,2006-07-23,9.0
2030,2006-07-24,9.0
2031,2006-07-25,9.0
2032,2006-07-26,9.0
2033,2006-07-27,9.0
2034,2006-07-28,9.0
2035,2006-07-29,9.0
2036,2006-07-30,9.0
2037,2006-07-31,9.0
2038,2006-08-01,9.0
2039,2006-08-02,9.0
2040,2006-08-03,9.0
2041,2006-08-04,9.0
2042,2006-08-05,9.0
2043,2006-08-06,9.0
2044,2006-08-07,9.0
2045,2006-08-08,9.0
2046,2006-08-09,9.0
2047,2006-08-10,9.0
2048,2006-08-11,9.0
2049,2006-08-12,9.0
2050,2006-08-13,9.0
2051,2006-08-14,9.0
2052,2006-08-15,9.0
2053,2006-08-16,9.0
2054,2006-08-17,9.0
2055,2006-08-18,9.0
2056,2006-08-19,9.0
2057,2006-08-20,9.0
2058,2006-08-21,9.0
2059,2006-08-22,9.0
2060,2006-08-23,9.0
2061,2006-08-24,9.0
2062,2006-08-25,9.0
2063,2006-08-26,9.0
2064,2006-08-27,9.0
2065,2006-08-28,9.0
2066,2006-08-29,9.0
2067,2006-08-30,9.0
2068,2006-08-31,9.0
